id	text
1	鹿皮
2	犀牛皮
3	龙鳞
4	饕餮皮
11	石块
12	晶石
13	五彩石
14	赤金琉璃
21	精木
22	不朽木
23	神木
24	万年树心
31	蓝钻
32	紫金
33	陨钢
34	星铁
41	虎筋弓图纸
42	龙胆枪图纸
43	银蛇矛图纸
44	七星刀图纸
45	青鬃马图纸
46	清风马图纸
47	赤电驹图纸
48	麒麟马图纸
49	亮银甲图纸
50	青翼铠图纸
51	乌金甲图纸
52	朱雀铠图纸
53	虎皮盔图纸
54	青翼盔图纸
55	赤金盔图纸
56	凤麟盔图纸
57	校尉印图纸
58	偏将印图纸
59	大将印图纸
60	虎将印图纸
61	苍云符图纸
62	星魂符图纸
63	真火符图纸
64	风啸符图纸
65	方天戟图纸
66	赤兔马图纸
67	青龙铠图纸
68	龙鳞盔图纸
69	神将印图纸
70	天机符图纸
81	蓝材料箱小
82	蓝材料箱中
83	蓝材料箱大
84	紫材料箱小
85	紫材料箱中
86	紫材料箱大
87	金材料箱小
88	金材料箱中
89	金材料箱大
91	低级小材料箱
92	低级大材料箱
93	中级小材料箱
94	中级大材料箱
95	高级小材料箱
96	高级大材料箱
97	红材料箱小
98	红材料箱中
99	红材料箱大
101	小包银两
102	中包银两
103	大包银两
104	小包木材
105	中包木材
106	大包木材
107	小包粮草
108	中包粮草
109	大包粮草
110	小包镔铁
111	中包镔铁
112	大包镔铁
120	银两
121	木材
122	粮草
123	镔铁
124	元宝
125	功勋
126	体力
127	经验
128	步兵
129	骑兵
130	弓兵
131	低级迁城
132	随机迁城
133	高级迁城
134	5分钟加速
135	1小时加速
136	12小时加速
137	高级行军加速
138	顶级行军加速
139	撤军令
140	免战牌
141	高级免战牌
142	立即完成
151	蓝色图纸箱
152	紫色图纸箱
153	金色图纸箱
154	金色图纸箱
161	初级武将经验丹
162	中级武将经验丹
163	高级武将经验丹
164	洗髓丹
171	喇叭
172	改名卡
173	将令
181	县城强征令
182	郡城强征令
183	治所强征令
184	封地强征令
185	封地强征令
186	封地强征令
201	风字令
202	火字令
203	山字令
204	林字令
221	蜂蜜杏仁露
222	珍珠
223	果酸美肌
224	三从四德
225	琴棋书画
226	六韬
227	九九乘法表
228	鬼谷子传记
229	孙子兵法
241	民居图纸1
242	民居图纸2
243	民居图纸3
244	民居图纸4
245	民居图纸5
246	民居图纸6
247	民居图纸7
248	民居图纸8
249	民居图纸9
250	民居图纸10
251	民居图纸11
252	民居图纸12
253	民居图纸13
254	民居图纸14
255	民居图纸15
256	民居图纸16
257	民居图纸17
258	民居图纸18
259	民居图纸19
260	民居图纸20
261	民居图纸21
262	民居图纸22
263	民居图纸23
264	民居图纸24
265	民居图纸25
266	民居图纸26
267	民居图纸27
268	民居图纸28
269	民居图纸29
270	民居图纸30
291	农田图纸1
292	农田图纸2
293	农田图纸3
294	农田图纸4
295	农田图纸5
296	农田图纸6
297	农田图纸7
298	农田图纸8
299	农田图纸9
300	农田图纸10
301	农田图纸11
302	农田图纸12
303	农田图纸13
304	农田图纸14
305	农田图纸15
306	农田图纸16
307	农田图纸17
308	农田图纸18
309	农田图纸19
310	农田图纸20
311	农田图纸21
312	农田图纸22
313	农田图纸23
314	农田图纸24
315	农田图纸25
316	农田图纸26
317	农田图纸27
318	农田图纸28
319	农田图纸29
320	农田图纸30
341	林场图纸1
342	林场图纸2
343	林场图纸3
344	林场图纸4
345	林场图纸5
346	林场图纸6
347	林场图纸7
348	林场图纸8
349	林场图纸9
350	林场图纸10
351	林场图纸11
352	林场图纸12
353	林场图纸13
354	林场图纸14
355	林场图纸15
356	林场图纸16
357	林场图纸17
358	林场图纸18
359	林场图纸19
360	林场图纸20
361	林场图纸21
362	林场图纸22
363	林场图纸23
364	林场图纸24
365	林场图纸25
366	林场图纸26
367	林场图纸27
368	林场图纸28
369	林场图纸29
370	林场图纸30
391	铁矿图纸1
392	铁矿图纸2
393	铁矿图纸3
394	铁矿图纸4
395	铁矿图纸5
396	铁矿图纸6
397	铁矿图纸7
398	铁矿图纸8
399	铁矿图纸9
400	铁矿图纸10
401	铁矿图纸11
402	铁矿图纸12
403	铁矿图纸13
404	铁矿图纸14
405	铁矿图纸15
406	铁矿图纸16
407	铁矿图纸17
408	铁矿图纸18
409	铁矿图纸19
410	铁矿图纸20
411	铁矿图纸21
412	铁矿图纸22
413	铁矿图纸23
414	铁矿图纸24
415	铁矿图纸25
416	铁矿图纸26
417	铁矿图纸27
418	铁矿图纸28
419	铁矿图纸29
420	铁矿图纸30
441	银两购买符
442	木材购买符
443	粮草购买符
444	镔铁购买符
445	步兵购买符
446	骑兵购买符
447	弓兵购买符
451	青虹剑碎片
452	天蚕衣碎片
453	圣火令碎片
454	落日弓碎片
455	乾坤袋碎片
456	太平要术碎片
457	金色御赐宝箱
458	红色御赐宝箱
459	绿色图纸箱
460	高级撤军令
461	体力丹
462	免费洗炼次数
463	随机资源箱
464	5000骑兵购买
465	5000步兵购买
466	5000弓兵购买
467	自动建造
468	人口购买
469	初级建造队
470	高级建造队
471	补充城防
473	军曹官
474	武卒官
475	武卒官
476	武卒官
481	VIP点数10
482	VIP点数20
483	VIP点数30
484	良将令
485	名将令
486	城战令
487	友谊积分
489	袁术的密信
5001	<color=#bbddf3>野鹿的皮，是打造蓝色装备的材料</color>\n<color=#547688>商店购买，作坊生产、蓝色材料箱</color>
5002	<color=#bbddf3>犀牛的装甲，是打造紫色装备的材料</color>\n<color=#547688>商店购买，作坊生产、紫色材料箱</color>
5003	<color=#bbddf3>据说是上古神兽的毛皮，是打造金色装备的材料</color>\n<color=#547688>商店购买，作坊生产、金色材料箱</color>
5011	<color=#bbddf3>上好的的青铜，是打造蓝色装备的材料</color>\n<color=#547688>商店购买，作坊生产、蓝色材料箱</color>
5012	<color=#bbddf3>神秘通透的晶石，是打造金色装备的材料</color>\n<color=#547688>商店购买，作坊生产、金色材料箱</color>
5013	<color=#bbddf3>五彩斑斓的宝石，是打造红色装备的材料</color>\n<color=#547688>商店购买，作坊生产、红色材料箱</color>
5021	<color=#bbddf3>上好的木材，，是打造蓝色装备的材料</color>\n<color=#547688>商店购买，作坊生产、蓝色材料箱</color>
5022	<color=#bbddf3>坚硬如铁，遇水即沉的木材，是打造金色装备的材料</color>\n<color=#547688>商店购买，作坊生产、金色材料箱</color>
5023	<color=#bbddf3>凤凰木上获得的木材，是打造红色装备的材料</color>\n<color=#547688>商店购买，作坊生产、红色材料箱</color>
5031	<color=#bbddf3>泛着紫光的金属，是打造金色装备的材料</color>\n<color=#547688>商店购买，作坊生产、金色材料箱</color>
5032	<color=#bbddf3>天外陨石所化之铁，无坚不摧，是打造红色装备的材料</color>\n<color=#547688>商店购买，作坊生产、红色材料箱</color>
5041	<color=#bbddf3>一张绿色图纸，用于打造虎筋弓</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
5042	<color=#bbddf3>一张蓝色图纸，用于打造龙胆枪</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
5043	<color=#bbddf3>一张金色图纸，用于打造银蛇矛</color>\n<color=#547688>流寇掉落、据点生产、名城生产</color>
5044	<color=#bbddf3>一张红色图纸，用于打造七星刀</color>\n<color=#547688>血战积分兑换、皇城挖宝</color>
5045	<color=#bbddf3>一张绿色图纸，用于打造青鬃马</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
5046	<color=#bbddf3>一张蓝色图纸，用于打造清风马</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
5047	<color=#bbddf3>一张金色图纸，用于打造赤电驹</color>\n<color=#547688>流寇掉落、据点生产、名城生产</color>
5048	<color=#bbddf3>一张红色图纸，用于打造麒麟马</color>\n<color=#547688>血战积分兑换、皇城挖宝</color>
5049	<color=#bbddf3>一张绿色图纸，用于打造亮银甲</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
5050	<color=#bbddf3>一张蓝色图纸，用于打造青翼铠</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
5051	<color=#bbddf3>一张金色图纸，用于打造乌金甲</color>\n<color=#547688>流寇掉落、据点生产、名城生产</color>
5052	<color=#bbddf3>一张红色图纸，用于打造朱雀铠</color>\n<color=#547688>血战积分兑换、皇城挖宝</color>
5053	<color=#bbddf3>一张绿色图纸，用于打造虎皮盔</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
5054	<color=#bbddf3>一张蓝色图纸，用于打造青翼盔</color>\n<color=#547688>流寇掉落、据点生产、城主额外获得</color>
