id	text
1	官府
2	城牆
3	倉庫
4	太學院
5	作坊
6	内閣
11	步兵營
12	騎兵營
13	弓兵營
14	民兵營
15	民兵營
16	民兵營
21	民居
22	林場
23	農田
24	礦場
31	鐵匠鋪
32	洗煉鋪
33	坊市
34	商店
35	點将台
36	聚寶閣
37	幫助
38	女将商店
39	競技場
49	民兵營
50	獲得新建築
51	可征收資源
52	可抵禦外敵
53	可保護部分資源
54	可研究科技
55	可生産材料
56	可派遣武将采集
61	可招募步兵
62	可招募騎兵
63	可招募弓兵
64	可招募更多步兵
65	可招募更多騎兵
66	可招募更多弓兵
71	可生産銀兩
72	可生産木材
73	可生産糧草
74	可生産镔鐵
81	可打造裝備
82	可洗煉裝備
83	可尋訪女将
84	可購買稀缺道具
85	可容納武将
86	開啓每日聚寶
87	描述各種玩法規則
98	等級{0}級
99	{0}号{1}
100	主公
101	魏
102	蜀
103	吳
110	群雄
111	魏國
112	蜀國
113	吳國
115	領土
119	經驗
120	獲得
121	銀币
122	木材
123	糧草
124	镔鐵
125	元寶
126	體力
127	人口
128	主公經驗
129	戰力
130	爵位
131	官職
132	區域
133	國家
134	步兵
135	騎兵
136	弓兵
137	總資質: {0}
138	攻資質: {0}
139	防資質: {0}
140	兵資質: {0}
141	閑
142	戰
143	攻資
144	防資
145	兵資
146	攻擊
147	防禦
148	兵力
149	總資質
150	<color=#03de27ff>主公等級提升</color>
151	内城
152	威望
153	秒
154	分鍾
155	小時
156	天
157	<color=#f7f3bbff>白色品質</color>
158	<color=#03de27ff>綠色品質</color>
159	<color=#25c9ffff>藍色品質</color>
160	<color=#d95df4ff>紫色品質</color>
161	<color=#ffde00ff>金色品質</color>
162	<color=#e80017ff>紅色品質</color>
163	<color=#0xf7f3bbff>預留品質</color>
164	<color=#0xf7f3bbff>預留品質</color>
165	強攻
166	強防
167	攻城
168	守城
170	{0}等級提升
171	鑄币所
172	伐木所
173	屯田所
174	冶鐵所
175	金礦
181	縣城
182	郡城
183	治所
184	諸侯封地
185	國家封地
186	皇都
190	vip經驗
191	自動建造次數
192	經驗
200	平民
201	公士
202	大夫
203	官大夫
204	公大夫
205	五大夫
206	左庶長
207	右庶長
208	左更
209	中更
210	右更
211	少上造
212	大上造
213	都停伯
214	都鄉伯
215	忠勇伯
216	武威伯
217	關中侯
218	建功侯
219	關内侯
220	紫衣侯
221	太常公
222	安國公
223	定國公
224	大都督
240	無
241	魏王
242	蜀王
243	吳王
244	丞相
245	軍師
246	将軍
259	侍女
260	平民描述
261	公士描述
262	大夫描述
263	官大夫描述
264	公大夫描述
265	五大夫描述
266	左庶長描述
267	右庶長描述
268	左更描述
269	中更描述
270	右更描述
271	少上造描述
272	大上造描述
273	都停伯描述
274	都鄉伯描述
275	忠勇伯描述
276	武微伯描述
277	關中侯描述
278	建功侯描述
279	關内侯描述
280	紫衣侯描述
281	太常公描述
282	安國公描述
296	空閑
297	出征中
298	采集中
299	采
301	聯系客服
302	提交
303	GM
310	賬戶登錄
311	賬號
312	密碼
313	點擊輸入賬戶名
314	點擊輸入密碼
315	<u>遊客試玩</u>
316	<u>註冊賬號</u>
317	登錄
318	賬戶註冊
319	輸入密碼
320	確認密碼
321	郵箱
322	註冊
323	點擊輸入賬戶名(英文，數字)
324	點擊輸入密碼
325	再次輸入密碼
326	*為了能夠更好的為您服務，建議您完善信息，我們將給予您遊戲元寶獎勵
327	*郵箱僅用於找回密碼的必要憑證（非必填）
328	點擊輸入郵箱
329	用戶中心
